Id,Predicted
8539,704900.0
57416,483100.0
147688,477233.33
48843,328525.0
123483,444000.0
91781,381700.0
57502,219000.0
41380,444700.0
71368,541333.33
90332,382500.0
56200,381288.8
59273,473250.0
59528,817942.86
142978,499500.0
62463,414931.25
151089,360060.0
159388,418677.6
15000,268088.8
124030,532900.0
146762,411100.0
32542,249067.5
44504,410600.0
154438,561541.67
92711,408766.67
26861,354000.0
154130,453838.8
108177,483328.69
85561,331462.93
29523,271800.0
162190,662888.8
137744,439168.8
141614,390000.0
154095,525000.0
177433,749200.0
16212,306633.33
138324,470780.0
179772,662100.0
80229,641000.0
146601,552666.67
90354,354300.0
16620,268588.8
144520,468000.0
43671,297466.67
151379,420100.0
43516,341500.0
114780,337600.0
48679,475975.0
23310,249129.17
82078,925000.0
161637,465250.0
97266,388600.0
25975,302866.67
183280,803800.0
143522,372400.0
82873,402033.33
111022,398333.33
170004,462400.0
149233,436688.33
11335,261633.33
178323,746957.31
117545,397300.0
104197,444200.0
114280,451966.67
30527,327816.67
42651,395600.0
123646,385300.0
72689,436600.0
78646,449469.05
50032,403650.0
167436,734477.6
25911,353600.0
140037,431200.0
117935,558800.0
122922,415240.0
28738,342226.67
129413,428150.0
65411,538616.9
20519,246429.6
148799,486900.0
96848,367566.67
167854,458500.0
90027,443000.0
124583,424833.33
123841,437200.0
143815,540100.0
100928,353988.8
64554,455338.8
27802,277500.0
55996,273600.0
168480,486930.0
18511,353888.8
7174,284200.0
107447,410400.0
109945,406288.8
109304,545216.67
33225,236083.33
31504,269209.4
85162,309150.0
164868,418857.93
102092,408255.47
5618,331566.67
45425,347400.0
127376,445437.6
156938,457105.33
127635,528105.0
111774,681780.0
141311,667000.0
68733,402733.33
171431,816600.0
57288,288650.0
147560,542500.0
83283,537218.1
180470,517100.0
85424,432888.8
30049,347825.0
138841,446800.0
138637,359200.0
178178,793350.0
69976,738480.48
139744,592400.0
58256,313550.0
104665,411760.0
169191,581900.0
55984,409255.47
40354,396100.0
59813,275177.6
142178,354694.4
104367,470666.67
135075,357566.4
16278,300700.0
49191,445900.0
95010,390388.8
179668,563688.8
111338,370455.47
76006,410150.0
106534,415935.47
78933,733800.0
76196,529975.0
110996,428500.0
145016,462074.0
133526,463627.6
67069,600700.0
77499,299343.33
51668,573000.0
64752,499781.67
148430,416757.93
63329,317377.6
173406,403200.0
79182,397050.8
139963,398000.0
119727,355044.3
14184,362325.0
63325,669133.33
69906,699150.0
150715,366350.0
10423,350113.33
13226,281415.0
166355,471400.0
162216,524633.33
43071,333700.0
103161,467471.27
168506,581088.8
30707,457888.8
54877,412200.0
77637,322766.67
54304,335066.67
71775,630600.0
116543,302488.8
18877,321275.0
98865,403000.0
169535,540760.0
155674,384055.47
46410,401800.0
25354,310400.0
149242,349300.0
156019,563733.33
2372,199900.0
167793,482721.07
13539,408925.0
96889,543000.0
12180,241490.0
30975,436080.0
142091,726540.0
141417,524700.0
88385,511600.0
118140,491632.8
130703,418680.0
78738,484800.0
31269,329633.33
109042,513088.8
48367,426166.67
169027,473000.0
94564,367388.8
69161,557100.0
109455,607988.8
102048,483980.0
142061,656050.0
80360,347966.67
108330,413800.0
45894,264425.0
184619,813877.6
44807,294300.0
86934,358400.0
99343,365088.8
168916,498400.0
89276,688377.6
51815,322200.0
125813,432550.0
107171,378800.0
154642,391569.78
10072,324389.2
68097,370333.33
160821,566600.0
19655,284500.0
142752,413850.0
36940,342800.0
111126,423230.0
596,260766.4
71019,402800.0
4479,341750.0
55848,420100.0
85188,456400.0
125357,359500.0
14647,287000.0
162730,517516.67
150653,418873.33
120056,385200.0
169156,651900.0
67935,773000.0
174388,742777.6
182913,663800.0
54148,302700.0
131866,605216.67
149984,481100.0
159985,519313.4
95496,375533.33
112843,385055.2
49524,350566.67
27369,288600.0
30825,475990.0
169753,648150.0
92534,393602.8
129225,445500.0
13062,296466.4
130722,481950.0
134157,426900.0
165859,549444.0
66301,420551.73
83618,420750.0
107691,440588.8
105232,386530.0
48298,617308.8
40648,285833.33
71976,502180.0
72896,685700.0
74551,377188.8
44973,327941.67
29347,308900.0
141919,419980.0
106300,332300.0
131980,467500.0
133141,438466.67
3973,339900.0
40519,296254.17
180446,614635.2
175025,513583.33
75064,378100.0
18793,323800.0
149491,407140.0
154754,508750.0
132371,425188.8
134999,445100.0
165322,567900.0
108805,455600.0
140691,540255.5
156367,464800.0
85858,507633.33
152700,467775.0
185104,528977.6
70218,427400.0
10393,305600.0
165123,533900.0
55106,426433.33
88369,407216.67
41779,577433.33
130816,387950.0
31211,367966.67
166757,704000.0
108437,386250.0
185814,836000.0
73304,458333.07
148656,504916.67
84559,354300.0
151222,444600.0
2069,214000.0
182640,676125.0
157520,491966.67
153201,522050.0
51319,410750.0
167197,505380.0
56328,829833.33
7586,288100.0
4962,500699.73
17286,229800.0
17996,313400.0
136652,532446.67
107533,382033.33
35676,309144.95
63528,431066.67
88024,363094.4
92245,455500.0
121431,506944.0
117675,394100.0
134315,600588.8
80382,405150.0
5676,347750.0
85834,433530.0
7544,289331.67
76545,384800.0
182269,801500.0
115301,357850.0
184499,758200.0
89274,841388.8
96978,437300.0
22476,270725.0
43684,337846.27
103852,527850.0
6660,271700.0
149136,611495.0
55623,310066.67
154963,387720.0
118607,416400.0
66046,402076.19
50815,381038.8
88378,443700.0
47559,370437.76
96116,403000.0
31651,273366.67
141186,637300.0
142321,741500.0
47123,284250.0
176333,585100.0
3011,334900.0
68006,639000.0
183387,430910.71
36465,355800.0
39670,286088.8
173044,465750.0
7197,298350.0
35841,295688.8
185880,756800.0
64929,666999.8
99553,457700.0
59246,309750.0
122401,364559.52
5750,310900.0
54602,326846.67
57503,269500.0
139988,401250.0
61441,911200.0
3816,356086.53
157223,464039.28
45836,331132.8
155755,398432.14
1314,247500.0
172283,542600.0
183939,678700.0
102449,444400.0
130038,399450.0
69337,831800.0
59437,304100.0
100231,446000.0
184320,572000.0
121624,412400.0
175778,488800.0
49838,318800.0
112596,490180.0
92825,797400.0
3175,514400.0
20599,282600.0
90059,459190.0
8718,234983.33
56904,835400.0
140415,409200.0
45486,384568.8
72264,402188.8
102129,449437.6
5083,404116.67
23403,402650.0
57581,720094.4
165475,525300.0
88985,439588.8
30967,436107.6
19270,376988.8
39924,295433.33
52520,542500.0
151658,355013.8
145774,591388.8
52004,355683.2
109232,399200.0
32071,290425.0
421,260738.33
150070,426200.0
157555,436958.33
141514,340666.67
137558,592695.0
155571,453900.0
162016,559100.0
47743,332598.81
42863,361666.4
60316,380750.0
119376,538700.0
96534,474600.0
97787,447766.67
46854,326350.0
131197,385988.8
45750,395500.0
75580,683100.0
122938,449900.0
24952,272169.2
8713,229750.0
29044,340000.0
33794,400620.0
155354,561098.67
174630,623388.8
357,240900.0
52446,412200.0
173530,429400.0
9167,336700.0
2712,225850.0
34228,430788.8
14795,294200.0
101108,530200.0
182805,532900.0
101314,518229.6
71207,353800.0
24463,377800.0
161441,455100.0
62066,309100.0
140608,425800.0
9901,282520.0
167009,476333.33
70131,345125.0
111696,526100.0
69883,743400.0
68434,450000.0
10786,229500.0
104011,463116.4
108425,417810.0
120804,402536.0
26582,370800.0
20975,446600.0
134633,473900.0
97941,451800.0
107642,400600.0
161902,474900.0
100312,829450.0
95448,386000.0
21815,320188.8
149382,601500.0
74108,764590.0
123994,632433.33
146443,504166.67
108700,352800.0
22001,455300.0
74783,342300.0
119865,370200.0
141913,418100.0
74995,454322.13
135235,307188.8
48589,348100.0
914,215800.0
119943,397266.67
99440,330614.29
144341,669578.8
97930,559800.0
90951,419400.0
131041,343800.0
84731,455732.8
135546,871000.0
127448,435069.8
61300,305300.0
63131,365669.4
25238,388251.67
180340,598000.0
99506,333800.0
183854,689100.0
94910,416738.8
44500,336960.0
63085,332666.67
164640,843900.0
16313,344788.8
132985,447100.0
101842,357300.0
5938,498944.4
44937,338372.93
170855,586200.0
40121,274700.0
74424,384000.0
156663,628100.0
181734,790100.0
109020,590200.0
54192,367300.0
121171,558500.0
118207,778940.0
103252,429800.0
46896,302800.0
175241,708833.33
9111,471688.8
172947,427700.0
60940,404440.0
77395,396796.43
83691,450650.0
11241,353558.8
58884,337000.0
33511,348417.57
35455,284233.33
134929,411777.6
127658,477550.0
74414,465833.33
23654,335050.0
41430,271700.0
96127,497700.0
66839,360800.0
68946,416466.67
167240,765100.0
75029,454460.0
164287,429700.0
7830,353900.0
33316,344166.67
59853,405500.0
77185,401900.0
131362,321200.0
60057,405180.0
62703,489000.0
7301,260601.67
62430,418600.0
90275,510100.0
41898,796688.8
147521,352800.0
16961,393958.33
51376,341500.0
115157,413185.0
120634,642488.8
125261,408877.6
95547,479400.0
3515,345092.86
76413,303900.0
170768,571293.33
127634,522850.0
66815,672499.9
5490,338200.0
142611,408100.0
65774,944775.0
92958,544400.0
84749,277650.0
116909,528200.0
85064,308760.0
94989,538844.27
185937,755600.0
67686,527466.67
132595,512300.0
45139,421800.0
29101,371900.0
20069,370750.0
22550,251200.0
174839,570900.0
114955,571450.0
146788,419300.0
83092,548500.0
135246,369788.8
61802,889000.0
137382,420500.0
145401,419050.0
58300,324800.0
140496,334300.0
149481,424581.66
136826,513100.0
69083,515100.0
149913,395000.0
105985,399888.0
112379,448277.6
24595,260500.0
170528,496900.0
137587,693688.8
50622,425788.8
20491,335200.0
20537,240376.67
18157,377350.0
157941,773750.0
92700,567500.0
123974,517100.0
173075,391200.0
141277,420200.0
112473,423425.0
75725,638000.0
148084,623300.0
163134,600876.4
169551,449000.0
97936,449860.0
5409,382777.6
181576,513972.13
176565,716400.0
69920,656750.0
155355,508800.0
169526,492050.0
175592,999550.0
11800,306666.67
76885,400277.6
150140,564908.8
15952,405850.0
163132,483600.0
182445,579050.0
1689,268600.0
43974,352600.0
15651,274680.0
51632,452400.0
44152,285722.13
79260,482800.0
126131,467700.0
146446,487600.0
35453,284133.33
24575,450300.0
153177,518006.67
11722,333050.0
13333,320000.0
155121,674700.0
101310,506749.6
53959,461200.0
23876,280700.0
126643,435000.0
86844,606733.33
53505,354700.0
180050,666000.0
1112,386716.67
181162,577200.0
57024,418233.33
87181,398200.0
1248,270500.0
59383,462600.0
162369,445000.0
133350,846000.0
99669,606700.0
34764,571580.0
62298,426930.95
35998,408000.0
1607,277988.8
32970,364400.0
26641,335600.0
175224,735400.0
110327,389850.0
156595,513500.0
163067,489192.5
60715,401432.8
150551,415600.0
58057,505300.0
175585,990777.6
15757,291100.0
20005,330021.67
60657,373269.07
81819,462300.0
174859,592700.0
107651,503668.8
145839,558000.0
109597,382100.0
64677,352500.0
170987,350290.0
132448,625200.0
615,286477.73
328,357516.67
170503,436503.33
54169,425500.0
101792,415925.0
53716,257700.0
118305,407650.0
159348,465979.82
47524,334800.0
120095,445100.0
89161,464240.0
122216,402033.2
22639,210788.8
105567,923432.27
36501,268733.33
90278,510100.0
176235,550083.33
133638,528366.67
49178,441188.8
25528,294600.0
47155,429000.0
69881,666105.47
78321,487277.6
55247,259750.0
86287,727400.0
105381,442700.0
81889,369688.8
114435,308000.0
60550,304125.0
85101,405927.6
87805,581100.0
21257,330575.0
57009,365740.0
57447,337000.0
96458,455326.4
133136,411250.0
5000,241300.0
42652,419494.4
23784,362300.0
11571,335850.0
162263,485000.0
185322,566900.0
95243,399750.0
98025,454800.0
121413,535100.0
16255,350960.0
169864,590666.67
65094,294788.8
106745,364600.0
35269,377525.0
182962,643900.0
67245,296566.67
146159,518780.0
67199,349566.67
153321,583100.0
171081,835100.0
64169,468788.8
59992,306250.0
87375,546425.0
45489,393066.4
133891,448500.0
28201,313066.67
181799,526000.0
128771,692810.4
100544,428177.6
117827,524500.0
125112,552580.0
41283,324199.9
143488,479300.0
132026,459700.0
154774,554200.0
181316,704800.0
26452,251200.0
69192,559375.0
48876,260000.0
23995,286040.0
114699,321800.0
14429,460200.0
29310,392008.8
155233,372700.0
140675,412527.6
149085,394700.0
32887,320662.93
124252,445850.0
101533,386500.0
133377,451166.67
166041,477400.0
40559,369125.0
37378,527300.0
33652,432600.0
114468,324900.0
74715,433300.0
64519,705566.4
152802,504600.0
53278,355777.6
34834,333900.0
124152,542500.0
136017,467200.0
154630,399646.39
179253,665730.0
146936,503800.0
97021,367800.0
1925,323292.13
177820,559100.0
83330,444688.8
145449,366288.8
179983,683200.0
167017,456100.0
143174,460988.8
42152,280900.0
118433,347700.0
1085,263366.67
108,233096.67
21504,413480.0
29908,293075.0
70316,526766.67
147948,629975.0
98363,347763.33
162615,513800.0
13447,371500.0
181211,940750.0
158809,518000.0
155623,449983.33
98150,326451.73
71979,554200.0
41846,443777.6
110154,376054.17
18305,412400.0
94821,377300.0
48673,466500.0
43984,309960.95
22290,217325.0
92650,429500.0
29386,406466.67
1810,359480.0
156154,401984.82
93822,656050.0
127679,458021.6
51871,340600.0
8150,347600.0
124650,444200.0
41453,374455.2
134106,451666.67
85212,769600.0
110858,441100.0
129207,508300.0
56369,866500.0
122046,293388.8
80517,396488.8
168013,518675.0
26047,402977.6
100969,376566.67
27240,210375.0
51867,417775.0
184767,864000.0
105710,383327.6
123195,363450.0
120616,424700.0
27126,313300.0
11811,336700.0
178381,583383.33
127074,429195.24
179534,605400.0
8432,342925.0
130518,326605.0
127324,456700.0
162711,401600.0
92750,516649.95
88080,421200.0
139501,285671.43
52121,338375.0
140776,468200.0
258,269100.0
90635,430728.67
125011,491500.0
89929,381200.0
55616,874688.8
143796,509666.67
164854,416100.0
122926,396300.0
68261,456666.67
142713,451407.93
81536,442500.0
121421,514600.0
73311,386583.87
180277,595650.0
128708,706833.33
180204,641500.0
77138,443888.8
162461,669656.13
39775,387800.0
125903,680700.0
106371,340300.0
178198,816600.0
16267,307383.33
134921,551933.33
106158,401300.0
93050,376600.0
141454,436800.0
93644,354197.76
43686,419988.8
157459,409492.86
92229,374600.0
27330,216000.0
44846,296023.54
178490,623700.0
12077,219000.0
173289,694900.0
104334,575800.1
30897,303500.0
27451,307100.0
441,256925.0
28528,297300.0
80302,660688.8
153339,716250.0
133873,785400.0
97142,470488.8
60133,808700.0
11493,338542.86
172125,579500.0
125657,519968.8
135834,368120.0
21497,456652.0
33068,315900.0
107676,424727.37
41602,330500.0
164242,513300.0
78229,551500.0
153717,366400.0
84170,653740.0
24662,352060.0
76220,523500.0
12697,211958.33
163429,568600.0
4753,327900.0
136174,715300.0
60783,517480.0
157864,503216.0
72622,421633.33
62301,415851.8
32531,295000.0
59317,436455.47
83255,478250.0
152904,412688.8
86929,387000.0
50519,301188.8
1999,239366.67
60828,515132.8
36514,281300.0
74380,365116.4
49172,330000.0
166486,436248.8
18610,299616.67
68142,438200.0
45431,418277.6
63158,363185.49
131637,449900.0
92884,496280.0
106513,487365.33
164649,495400.0
23422,303066.67
28506,419134.4
104557,582300.0
52553,412200.0
117870,501350.0
126500,718100.0
151129,448953.67
71900,390000.0
45526,502670.0
128725,989166.67
169640,464800.0
34730,339088.8
118255,826800.0
42296,310856.67
19810,335500.0
98813,441500.0
113906,448800.0
9532,296683.33
155597,581000.0
18045,279500.0
24885,368500.0
112445,489900.0
117797,712000.0
52337,352500.0
158022,548810.93
34393,408196.6
130435,403000.0
44300,298144.44
113439,473600.0
78135,380410.0
26104,781100.0
111287,419800.0
21086,405666.67
164435,393500.0
129911,360900.0
119934,403050.0
109546,320600.0
